ARI_CO,ARI_PO,year,SHIP_TYPE_CATEGORY,DIST,ID,BREADTH,BUILT,DEADWEIGHT,DEPTH,DRAUGHT,GT,LENGTH,SHIPMANAGER,FLAG,U_WIND,V_WIND,AIR_TEMPERATURE,BN,ATA_LT,DUBAI,BRENT,WTI,BDI_ADJ,PORT_SIZE,CI_HOUR,month,day,hour,minute,weekday
0,0,2014,0.041025641025641026,17.049993549374356,12628.54358974359,36.205128205128204,15.702564102564102,100357.7435897436,19.58974358974359,12.564102564102564,53941.846153846156,236.0,3281.3897435897434,65.35384615384615,,,,,13.62051282051282,81.92692307692307,84.0288717948718,79.7651282051282,1099.5122572184614,0.000113181,49.34275498764103,10.276923076923078,15.384615384615385,11.42051282051282,30.682051282051283,2.707692307692308
0,0,2015,0.03238095238095238,17.60281586411238,11962.186666666666,36.74285714285714,14.72,99534.4,19.504761904761907,12.266666666666667,53535.73333333333,235.16190476190476,3375.5790476190477,65.32761904761905,,,,,12.676190476190476,51.26542857142857,54.018209523809524,49.10653333333333,714.2003739106666,0.000113181,52.65623597867429,6.373333333333333,15.824761904761905,10.99047619047619,28.765714285714285,2.512380952380952
0,0,2016,0.03793103448275862,15.29653496275,11905.970689655172,36.62068965517241,13.556896551724138,102593.10344827586,19.448275862068964,12.741379310344827,55074.65517241379,236.58620689655172,3433.198275862069,66.15862068965517,,,,,12.318965517241379,41.86353448275862,45.628551724137935,43.86415517241379,680.195287689138,0.00011318100000000001,40.30505220344138,6.803448275862069,15.596551724137932,10.510344827586207,29.862068965517242,2.556896551724138
0,0,2017,0.043478260869565216,13.857801999829194,12518.341614906833,36.36645962732919,13.45496894409938,97697.2049689441,19.36335403726708,12.18944099378882,52534.96894409938,232.82608695652175,3332.361801242236,66.13198757763975,,,,,11.76552795031056,53.02274844720497,54.70285714285714,50.859503105590065,1093.6231990635092,0.000113181,39.861762422611804,6.434782608695652,16.119565217391305,11.281055900621118,29.732919254658384,2.4658385093167703
0,0,2018,0.029940119760479042,12.284108932175648,12138.764471057884,36.58682634730539,12.936127744510978,103207.98403193612,19.520958083832337,12.654690618762475,55251.41716566866,237.56487025948104,3489.954091816367,66.52095808383234,,,,,11.870259481037925,69.21634730538922,71.3359481037924,64.82922155688622,1265.1931446592814,0.000113181,32.47865546700399,6.325349301397206,15.658682634730539,10.738522954091817,29.860279441117765,2.373253493013972
0,0,2019,0.018145161290322582,10.235602313709679,11823.822580645161,36.33064516129032,12.17741935483871,102547.37903225806,19.516129032258064,12.5,54967.9435483871,237.5,3127.6875,66.09072580645162,0.40412631578947367,-0.11029473684210528,19.001720430107525,3.604449136286316,12.173387096774194,63.208366935483866,63.862318548387094,56.77026209677419,1252.7437743237904,0.000113181,27.99332157247984,6.512096774193548,15.70766129032258,11.08266129032258,30.657258064516128,2.346774193548387
0,0,2020,0.05740740740740741,10.513852018814815,12472.168518518518,36.351851851851855,11.99074074074074,98659.81481481482,19.01851851851852,12.5,53150.90740740741,232.42592592592592,3345.098148148148,66.39074074074074,-0.5936481481481481,-0.0737037037037037,18.908148148148147,3.8794921691925923,11.887037037037038,42.87031481481482,43.75185185185185,40.377907407407406,999.8546414957408,0.000113181,32.79163065838889,6.987037037037037,16.131481481481483,10.65,27.81851851851852,2.238888888888889
0,0,2021,0.08169014084507042,14.297728366802819,12115.980281690141,35.521126760563384,10.943661971830986,95318.77464788733,18.971830985915492,12.126760563380282,51640.47887323944,230.71830985915494,3308.0028169014086,66.10845070422535,-0.24230985915492956,-0.9865352112676057,18.566478873239436,3.9910928563323944,12.498591549295774,69.92395774647888,71.4434366197183,68.65371830985916,2540.1545736774647,0.00011318099999999999,51.334219092632395,6.780281690140845,15.069014084507042,10.614084507042254,28.515492957746478,2.3028169014084505
0,0,2022,0.15789473684210525,11.665294516901117,12141.692185007974,35.07177033492823,10.226475279106857,89204.72089314194,19.12280701754386,11.626794258373206,48601.53110047847,225.55023923444975,3446.1690590111643,67.3365231259968,-0.7589473684210527,-0.3456299840510367,18.948803827751195,3.9355801763795855,12.288676236044656,96.86811802232855,99.71507177033493,95.19438596491227,1573.4076936708134,0.00011318099999999999,60.863666489634774,6.2009569377990434,15.985645933014354,10.014354066985646,42.61722488038278,2.342902711323764
0,0,2023,0.10526315789473684,4.581125902421053,12178.157894736842,35.26315789473684,9.16842105263158,86564.21052631579,18.94736842105263,11.157894736842104,47319.57894736842,224.42105263157896,3178.6315789473683,67.36842105263158,-3.3986315789473687,-0.5301052631578946,22.434736842105266,3.9422091051894737,12.452631578947368,82.02473684210527,84.54621052631579,78.25578947368422,581.1335844947369,0.00011318099999999999,15.830988303073685,1.4631578947368422,17.852631578947367,10.042105263157895,28.49473684210526,2.2842105263157895
0,37,2014,0.007751937984496124,10.024138597472868,12455.782945736433,36.82170542635659,13.457364341085272,118861.24031007753,20.0,13.875968992248062,62689.92248062015,248.91472868217053,3349.860465116279,64.31782945736434,,,,,13.116279069767442,78.18255813953488,80.47201550387597,76.2631007751938,1085.5891201155039,5.75e-05,175.46285744821705,10.48062015503876,13.325581395348838,11.806201550387597,28.790697674418606,2.4728682170542635
0,37,2015,0.003003003003003003,10.875059268792793,12745.618618618619,37.267267267267265,13.87087087087087,126314.11411411411,20.0,14.564564564564565,66332.73273273274,254.86486486486487,3051.165165165165,64.46246246246247,,,,,13.17117117117117,49.76942942942943,52.6742942942943,48.08426426426426,699.8524035690691,5.75e-05,139.69064314516214,6.981981981981982,15.114114114114114,12.606606606606606,29.16216216216216,2.6156156156156154
0,37,2016,0.0,13.17492265998874,13382.470720720721,36.64414414414414,13.567567567567568,120737.16216216216,20.0,14.0990990990991,63477.252252252256,250.94594594594594,3387.527027027027,67.75,,,,,11.772522522522523,42.061036036036036,45.74081081081081,44.038693693693695,687.8278964049549,5.75e-05,177.49891203734234,6.768018018018018,14.835585585585585,12.412162162162161,29.98198198198198,2.876126126126126
